product_id,product_slug,product_title,short_desc,long_desc,product_type,featured,active,categories,images,variant_id,sku,price,sale_price,sale_start,sale_end,currency,stock,weight,ean,is_digital,variant_active,options,original_images
1930,jupiter-all-weather-trainer,"Jupiter All-Weather Trainer",,,physical,0,1,"Clothing,Eco Friendly,Jackets","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_back.jpg",2171,MJ06-XL-Blue,56.99,,,,EUR,100,0.000,,0,1,Size:XL|Color:Blue,
1930,jupiter-all-weather-trainer,"Jupiter All-Weather Trainer",,,physical,0,1,"Clothing,Eco Friendly,Jackets","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_back.jpg",2172,MJ06-XL-Green,56.99,,,,EUR,100,0.000,,0,1,Size:XL|Color:Green,
1930,jupiter-all-weather-trainer,"Jupiter All-Weather Trainer",,,physical,0,1,"Clothing,Eco Friendly,Jackets","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_back.jpg",2173,MJ06-XL-Purple,56.99,,,,EUR,100,0.000,,0,1,Size:XL|Color:Purple,
1930,jupiter-all-weather-trainer,"Jupiter All-Weather Trainer",,,physical,0,1,"Clothing,Eco Friendly,Jackets","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_back.jpg",2174,MJ06-XS-Blue,56.99,,,,EUR,100,0.000,,0,1,Size:XS|Color:Blue,
1930,jupiter-all-weather-trainer,"Jupiter All-Weather Trainer",,,physical,0,1,"Clothing,Eco Friendly,Jackets","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_back.jpg",2175,MJ06-XS-Green,56.99,,,,EUR,100,0.000,,0,1,Size:XS|Color:Green,
1930,jupiter-all-weather-trainer,"Jupiter All-Weather Trainer",,,physical,0,1,"Clothing,Eco Friendly,Jackets","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj06-blue_back.jpg",2176,MJ06-XS-Purple,56.99,,,,EUR,100,0.000,,0,1,Size:XS|Color:Purple,
1931,orion-two-tone-fitted-jacket,"Orion Two-Tone Fitted Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-black_main.jpg,2177,MJ07-L-Black,72.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Black,
1931,orion-two-tone-fitted-jacket,"Orion Two-Tone Fitted Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-black_main.jpg,2178,MJ07-L-Red,72.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Red,
1931,orion-two-tone-fitted-jacket,"Orion Two-Tone Fitted Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-black_main.jpg,2179,MJ07-L-Yellow,72.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Yellow,
1931,orion-two-tone-fitted-jacket,"Orion Two-Tone Fitted Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-black_main.jpg,2180,MJ07-M-Black,72.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Black,
1931,orion-two-tone-fitted-jacket,"Orion Two-Tone Fitted Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-black_main.jpg,2181,MJ07-M-Red,72.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Red,
1931,orion-two-tone-fitted-jacket,"Orion Two-Tone Fitted Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-black_main.jpg,2182,MJ07-M-Yellow,72.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Yellow,
1931,orion-two-tone-fitted-jacket,"Orion Two-Tone Fitted Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-black_main.jpg,2183,MJ07-S-Black,72.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Black,
1931,orion-two-tone-fitted-jacket,"Orion Two-Tone Fitted Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-black_main.jpg,2184,MJ07-S-Red,72.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Red,
1931,orion-two-tone-fitted-jacket,"Orion Two-Tone Fitted Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-black_main.jpg,2185,MJ07-S-Yellow,72.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Yellow,
1931,orion-two-tone-fitted-jacket,"Orion Two-Tone Fitted Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-black_main.jpg,2186,MJ07-XL-Black,72.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Black,
1931,orion-two-tone-fitted-jacket,"Orion Two-Tone Fitted Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-black_main.jpg,2187,MJ07-XL-Red,72.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Red,
1932,orion-two-tone-fitted-jacket-xl-yellow,"Orion Two-Tone Fitted Jacket-XL-Yellow",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-yellow_main.jpg,2188,MJ07-XL-Yellow,72.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Yellow,
1932,orion-two-tone-fitted-jacket-xl-yellow,"Orion Two-Tone Fitted Jacket-XL-Yellow",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-yellow_main.jpg,2189,MJ07-XS-Black,72.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Black,
1932,orion-two-tone-fitted-jacket-xl-yellow,"Orion Two-Tone Fitted Jacket-XL-Yellow",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-yellow_main.jpg,2190,MJ07-XS-Red,72.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Red,
1932,orion-two-tone-fitted-jacket-xl-yellow,"Orion Two-Tone Fitted Jacket-XL-Yellow",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj07-yellow_main.jpg,2191,MJ07-XS-Yellow,72.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Yellow,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2192,MJ08-L-Blue,99.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Blue,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2193,MJ08-L-Gray,99.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Gray,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2194,MJ08-L-Green,99.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Green,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2195,MJ08-M-Blue,99.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Blue,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2196,MJ08-M-Gray,99.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Gray,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2197,MJ08-M-Green,99.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Green,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2198,MJ08-S-Blue,99.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Blue,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2199,MJ08-S-Gray,99.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Gray,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2200,MJ08-S-Green,99.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Green,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2201,MJ08-XL-Blue,99.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Blue,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2202,MJ08-XL-Gray,99.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Gray,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2203,MJ08-XL-Green,99.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Green,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2204,MJ08-XS-Blue,99.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Blue,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2205,MJ08-XS-Gray,99.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Gray,
1933,lando-gym-jacket,"Lando Gym Jacket",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj08-blue_main.jpg,2206,MJ08-XS-Green,99.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Green,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2207,MJ09-L-Blue,65.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Blue,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2208,MJ09-L-White,65.00,,,,EUR,100,0.000,,0,1,Size:L|Color:White,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2209,MJ09-L-Yellow,65.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Yellow,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2210,MJ09-M-Blue,65.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Blue,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2211,MJ09-M-White,65.00,,,,EUR,100,0.000,,0,1,Size:M|Color:White,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2212,MJ09-M-Yellow,65.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Yellow,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2213,MJ09-S-Blue,65.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Blue,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2214,MJ09-S-White,65.00,,,,EUR,100,0.000,,0,1,Size:S|Color:White,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2215,MJ09-S-Yellow,65.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Yellow,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2216,MJ09-XL-Blue,65.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Blue,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2217,MJ09-XL-White,65.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:White,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2218,MJ09-XL-Yellow,65.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Yellow,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2219,MJ09-XS-Blue,65.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Blue,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2220,MJ09-XS-White,65.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:White,
1934,taurus-elements-shell,"Taurus Elements Shell",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj09-blue_main.jpg,2221,MJ09-XS-Yellow,65.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Yellow,
1935,mars-heattech-trade-pullover,"Mars HeatTech&trade; Pullover",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-black_main.jpg,2222,MJ10-L-Black,66.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Black,
1935,mars-heattech-trade-pullover,"Mars HeatTech&trade; Pullover",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-black_main.jpg,2223,MJ10-L-Orange,66.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Orange,
1935,mars-heattech-trade-pullover,"Mars HeatTech&trade; Pullover",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-black_main.jpg,2224,MJ10-L-Red,66.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Red,
1935,mars-heattech-trade-pullover,"Mars HeatTech&trade; Pullover",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-black_main.jpg,2225,MJ10-M-Black,66.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Black,
1935,mars-heattech-trade-pullover,"Mars HeatTech&trade; Pullover",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-black_main.jpg,2226,MJ10-M-Orange,66.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Orange,
1935,mars-heattech-trade-pullover,"Mars HeatTech&trade; Pullover",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-black_main.jpg,2227,MJ10-M-Red,66.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Red,
1935,mars-heattech-trade-pullover,"Mars HeatTech&trade; Pullover",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-black_main.jpg,2228,MJ10-S-Black,66.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Black,
1935,mars-heattech-trade-pullover,"Mars HeatTech&trade; Pullover",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-black_main.jpg,2229,MJ10-S-Orange,66.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Orange,
1935,mars-heattech-trade-pullover,"Mars HeatTech&trade; Pullover",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-black_main.jpg,2230,MJ10-S-Red,66.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Red,
1935,mars-heattech-trade-pullover,"Mars HeatTech&trade; Pullover",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-black_main.jpg,2231,MJ10-XL-Black,66.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Black,
1935,mars-heattech-trade-pullover,"Mars HeatTech&trade; Pullover",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-black_main.jpg,2232,MJ10-XL-Orange,66.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Orange,
1935,mars-heattech-trade-pullover,"Mars HeatTech&trade; Pullover",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-black_main.jpg,2233,MJ10-XL-Red,66.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Red,
1935,mars-heattech-trade-pullover,"Mars HeatTech&trade; Pullover",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-black_main.jpg,2234,MJ10-XS-Black,66.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Black,
1936,mars-heattech-trade-pullover-xs-orange,"Mars HeatTech&trade; Pullover-XS-Orange",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-orange_main.jpg,2235,MJ10-XS-Orange,66.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Orange,
1936,mars-heattech-trade-pullover-xs-orange,"Mars HeatTech&trade; Pullover-XS-Orange",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj10-orange_main.jpg,2236,MJ10-XS-Red,66.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Red,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2237,MJ11-L-Black,60.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Black,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2238,MJ11-L-Green,60.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Green,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2239,MJ11-L-Red,60.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Red,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2240,MJ11-M-Black,60.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Black,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2241,MJ11-M-Green,60.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Green,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2242,MJ11-M-Red,60.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Red,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2243,MJ11-S-Black,60.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Black,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2244,MJ11-S-Green,60.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Green,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2245,MJ11-S-Red,60.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Red,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2246,MJ11-XL-Black,60.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Black,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2247,MJ11-XL-Green,60.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Green,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2248,MJ11-XL-Red,60.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Red,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2249,MJ11-XS-Black,60.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Black,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2250,MJ11-XS-Green,60.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Green,
1937,typhon-performance-fleece-lined-jacket,"Typhon Performance Fleece-lined Jacket",,,physical,0,1,Jackets,"https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj11-black_back.jpg",2251,MJ11-XS-Red,60.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Red,
1938,proteus-fitness-jackshirt,"Proteus Fitness Jackshirt",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj12-black_main.jpg,2252,MJ12-L-Black,45.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Black,
1938,proteus-fitness-jackshirt,"Proteus Fitness Jackshirt",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj12-black_main.jpg,2253,MJ12-L-Blue,45.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Blue,
1938,proteus-fitness-jackshirt,"Proteus Fitness Jackshirt",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj12-black_main.jpg,2254,MJ12-L-Orange,45.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Orange,
1938,proteus-fitness-jackshirt,"Proteus Fitness Jackshirt",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj12-black_main.jpg,2255,MJ12-M-Black,45.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Black,
1938,proteus-fitness-jackshirt,"Proteus Fitness Jackshirt",,,physical,0,1,Jackets,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mj12-black_main.jpg,2256,MJ12-M-Blue,45.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Blue,
